,10,Tamb(K),Rh(%),Pres(mb),Tir(K),Rain,Azim,Elev,TkBB(K), 22.235, 23.035, 23.835, 26.235, 30.000, 51.250, 52.280, 53.850, 54.940, 56.660, 57.290, 58.800
2009/02/08,11,270.65,47.56,796.2,273.7,N,0.0,90.0,282.04,14.52741935483871,12.636774193548387,11.439032258064517,10.278709677419355,11.240645161290324,76.55322580645162,108.00645161290322,210.74774193548384,259.67741935483866,266.7625806451613,267.26612903225805,267.62290322580645
2009/02/09,11,268.55,58.43,794.9,265.7,N,0.0,90.0,280.2,10.176774193548386,8.527096774193549,7.707096774193547,6.935483870967742,7.5535483870967735,71.06516129032258,103.27161290322582,210.74709677419355,262.1974193548387,270.0051612903226,270.30548387096775,270.45354838709676
2009/02/10,11,270.64,47.37,793.8,259.9,N,0.0,90.0,280.91,6.936774193548387,5.683548387096774,5.62225806451613,5.728387096774194,6.896451612903226,69.42032258064515,102.21548387096774,211.7225806451613,264.958064516129,272.73806451612904,272.9941935483871,272.7770967741935
2009/02/11,11,272.53,47.67,793.7,259.1,N,0.0,90.0,282.36,9.862258064516128,8.279677419354838,7.296129032258064,6.215483870967741,7.2861290322580645,68.57451612903225,102.13354838709677,214.19645161290322,268.6190322580645,275.74806451612903,275.55645161290323,275.08774193548385
2009/02/12,11,274.92,52.91,793.6,273.5,N,0.0,90.0,284.96,31.633870967741935,29.858709677419352,27.720967741935482,25.450967741935486,29.314193548387095,104.58064516129033,131.5448387096774,221.48774193548383,264.51129032258063,270.7022580645162,271.17903225806447,271.4948387096774
2009/02/13,11,269.78,53.45,793.8,259.4,N,0.0,90.0,280.2,10.752903225806453,9.584193548387097,8.348064516129032,4.782580645161291,6.951612903225806,69.86451612903227,101.07064516129032,206.67774193548388,259.0238709677419,267.3074193548387,268.01774193548385,268.4725806451613
2009/02/14,11,268.81,51.9,793.8,258.6,N,0.0,90.0,278.74,7.448709677419354,7.090645161290322,6.829354838709677,2.2809677419354837,6.308064516129033,70.64,102.12741935483871,207.41064516129032,258.8954838709677,266.3764516129032,266.95516129032256,267.22064516129035
2009/02/15,11,268.74,63.77,793.8,262.8,N,0.0,90.0,280.44,7.066774193548387,6.926129032258063,6.252903225806451,-0.9280645161290322,5.589032258064516,71.60032258064516,103.27741935483871,208.27258064516127,259.3306451612903,267.6483870967742,268.2977419354839,268.81419354838715
2009/02/16,11,271.83,47.52,793.8,266.9,N,0.0,90.0,281.02,5.474193548387097,5.828709677419354,5.514838709677419,-2.803548387096774,4.7864516129032255,70.82709677419354,102.60193548387096,209.6867741935484,261.1306451612903,268.8983870967742,269.36451612903227,269.6690322580645
2009/02/17,11,271.34,85.12,793.7,266.7,N,0.0,90.0,281.18,4.093225806451613,4.869032258064516,5.107096774193549,-3.0377419354838713,4.825161290322581,70.71096774193548,103.23806451612904,210.79096774193545,262.60322580645163,269.87290322580645,270.26612903225805,270.2848387096774
2009/02/18,11,278.64,35.31,793.5,267.7,N,0.0,90.0,290.05,3.737741935483871,4.404838709677419,4.728387096774194,-3.756774193548387,4.031612903225806,69.56935483870967,102.0941935483871,208.59935483870964,260.90419354838707,270.52612903225804,271.3341935483871,272.14935483870966
2009/02/19,11,270.16,55.47,794.0,270.8,N,0.0,90.0,281.93,11.954516129032257,10.386774193548387,9.538064516129033,8.169032258064515,8.656774193548387,71.9158064516129,102.95709677419354,204.2896774193548,254.6741935483871,263.778064516129,264.65774193548384,265.35645161290324
2009/02/20,,,,,,,,,,,,,,,,,,,,,
2009/02/21,11,277.28,14.7,793.6,270.8,N,0.0,90.0,287.66,-0.07935483870967741,0.43161290322580637,1.58,-5.0283870967741935,3.9206451612903224,67.9832258064516,99.73129032258063,206.0632258064516,259.6390322580645,269.741935483871,270.52870967741933,271.3635483870968
2009/02/22,11,279.71,15.36,793.4,268.3,N,0.0,90.0,290.73,-2.6764516129032256,-1.492258064516129,0.14483870967741935,-4.868064516129032,3.774838709677419,66.81806451612903,98.97193548387096,205.80129032258063,260.9277419354838,272.06709677419354,272.92870967741936,273.6793548387096
2009/02/23,11,279.44,16.82,793.4,268.9,N,0.0,90.0,292.17,-0.0961290322580645,0.7787096774193548,1.8648387096774193,-2.7280645161290327,4.3429032258064515,66.54225806451612,98.56129032258065,206.1332258064516,262.14451612903224,273.46580645161293,274.20741935483875,274.8858064516129
2009/02/24,11,277.3,34.23,793.5,269.7,N,0.0,90.0,289.22,10.70258064516129,9.171290322580644,8.238387096774193,7.289999999999999,7.927096774193549,68.3316129032258,100.04193548387096,207.06999999999996,261.2416129032258,270.8635483870968,271.4809677419355,272.0296774193548
2009/02/25,11,270.81,95.82,793.7,271.1,N,0.0,90.0,282.67,8.148387096774194,8.63967741935484,7.959032258064515,-0.7767741935483872,6.10258064516129,71.9474193548387,103.07774193548386,206.6732258064516,257.46322580645165,265.2909677419355,265.8651612903226,266.2332258064516
2009/02/26,11,271.24,77.24,793.7,261.3,N,0.0,90.0,284.38,1.5425806451612902,2.726451612903226,3.668709677419355,-3.6351612903225803,4.694516129032258,70.2574193548387,101.3325806451613,205.72419354838706,256.95193548387095,265.10548387096776,265.6741935483871,266.1890322580645
2009/02/27,11,273.69,65.04,793.6,263.5,N,0.0,90.0,287.14,2.945806451612903,3.9796774193548385,4.442903225806452,-3.8748387096774195,4.481935483870967,70.20096774193547,102.20645161290324,206.75096774193548,257.9425806451613,266.931935483871,267.58225806451617,268.29354838709673
2009/02/28,11,276.1,50.04,793.6,268.6,N,0.0,90.0,287.34,8.365806451612903,8.040967741935482,7.300322580645161,0.8616129032258064,5.990645161290322,70.5816129032258,102.50451612903225,206.95709677419353,258.72032258064513,268.7074193548387,269.6074193548387,270.4429032258065
2009/03/01,11,272.58,82.7,793.7,268.3,N,0.0,90.0,282.21,16.932903225806452,14.903870967741934,12.424516129032256,8.59741935483871,8.579354838709676,71.37967741935483,102.59387096774194,205.7458064516129,256.5593548387096,265.8058064516129,266.6951612903226,267.3583870967742
2009/03/02,11,276.36,49.24,793.6,263.4,N,0.0,90.0,287.73,-5.512903225806451,-2.7041935483870967,-0.36193548387096774,-9.587096774193547,2.9070967741935485,69.88032258064516,101.31322580645161,205.32709677419354,258.8864516129032,270.12903225806446,271.05419354838705,271.8174193548387
2009/03/03,11,278.24,38.31,793.5,266.5,N,0.0,90.0,290.66,-5.5,-3.209032258064516,-0.8396774193548386,-9.29258064516129,2.352258064516129,68.31096774193549,100.26451612903226,205.11032258064517,258.926129032258,270.29516129032254,271.06161290322586,271.8290322580645
2009/03/04,11,274.39,56.78,793.6,265.6,N,0.0,90.0,285.1,-1.973548387096774,0.2648387096774194,1.7619354838709675,-8.09548387096774,2.9219354838709672,70.25322580645161,101.3758064516129,205.46774193548384,257.0403225806451,266.62,267.49387096774194,268.24806451612903
2009/03/05,11,274.34,41.37,793.6,269.5,N,0.0,90.0,286.87,-0.566774193548387,0.997741935483871,2.2067741935483873,-8.391935483870968,3.388709677419355,70.15967741935484,101.7274193548387,206.7312903225806,258.1661290322581,267.26709677419353,268.06967741935483,268.78612903225803
2009/03/06,11,275.41,54.52,793.6,265.7,N,0.0,90.0,286.94,18.610967741935482,16.359032258064516,13.814516129032256,8.843225806451613,9.018387096774195,71.31612903225806,102.98,207.6674193548387,259.34322580645164,268.60225806451615,269.2616129032258,270.0016129032258
2009/03/07,11,279.51,36.88,793.4,268.4,N,0.0,90.0,291.75,14.580322580645161,12.890967741935484,11.161290322580644,7.275806451612903,8.234193548387097,69.52870967741936,101.43064516129033,207.8096774193548,260.8406451612903,271.74806451612903,272.638064516129,273.4577419354839
2009/03/08,11,283.63,25.77,793.4,272.3,N,0.0,90.0,294.8,8.313548387096773,7.152258064516129,7.0606451612903225,5.45258064516129,7.015161290322581,67.82032258064517,100.91999999999999,208.45387096774192,262.61806451612904,274.5254838709677,275.34419354838707,276.3274193548387
2009/03/09,11,283.45,37.66,793.3,274.2,N,0.0,90.0,294.91,-0.7348387096774194,1.1780645161290322,2.2035483870967747,-9.279032258064516,2.9245161290322583,69.04129032258064,101.82612903225807,211.10258064516125,264.7532258064516,275.0709677419355,275.6645161290322,276.34741935483873
2009/03/10,11,276.58,69.82,793.6,277.4,N,0.0,90.0,287.54,6.685161290322581,9.025806451612903,10.708387096774192,0.11774193548387088,13.444516129032259,86.93516129032257,117.15612903225806,215.93032258064517,263.2432258064516,271.0309677419355,271.66741935483867,272.19193548387096
2009/03/11,11,272.03,93.5,793.7,270.5,N,0.0,90.0,282.77,5.271290322580645,5.891612903225807,5.991935483870968,-5.962903225806452,4.545806451612902,71.78903225806451,103.42,208.09451612903226,258.38290322580644,266.1193548387097,266.8287096774194,267.3661290322581
2009/03/12,11,267.9,89.7,796.8,272.2,N,0.0,90.0,280.17,-0.6790322580645161,0.863225806451613,2.3096774193548386,-6.709354838709677,4.119354838709677,72.56225806451613,103.26322580645162,204.38612903225805,253.6232258064516,262.1574193548387,263.00354838709677,263.6703225806451
2009/03/13,11,276.2,45.07,795.0,267.0,N,0.0,90.0,289.6,,,,,,,,,,,,
2009/03/14,11,282.67,25.52,793.4,274.5,N,0.0,90.0,294.14,-4.202903225806452,-1.9238709677419354,-0.13451612903225804,-9.78225806451613,2.4341935483870967,68.6183870967742,101.98709677419356,211.01225806451612,264.90451612903223,275.36387096774195,276.26612903225805,276.9551612903226
2009/03/15,11,284.05,24.54,793.3,274.7,N,0.0,90.0,295.47,-5.9712903225806455,-3.6500000000000004,-1.0670967741935482,-9.932903225806452,2.4896774193548388,68.25483870967741,101.79677419354839,211.32096774193548,265.7835483870968,276.9874193548387,277.72516129032255,278.53774193548384
2009/03/16,11,289.73,16.09,793.2,276.5,N,0.0,90.0,300.55,-9.217741935483872,-5.94483870967742,-3.188064516129032,-11.09032258064516,1.3822580645161289,66.16387096774193,100.5167741935484,213.0458064516129,269.17064516129034,281.14,281.9877419354839,282.76612903225805
2009/03/17,11,290.69,12.59,793.1,276.1,N,0.0,90.0,302.4,-8.660967741935483,-5.684516129032258,-3.1687096774193546,-10.903225806451612,1.6029032258064517,66.3141935483871,100.46870967741935,213.34806451612906,270.0890322580645,282.2293548387097,283.0932258064516,283.8716129032258
2009/03/18,11,291.22,13.28,793.1,279.1,N,0.0,90.0,301.56,-3.4796774193548385,-1.1225806451612903,0.13741935483870968,-9.56451612903226,2.4935483870967743,67.67451612903226,102.00774193548386,214.36548387096772,269.9761290322581,282.2238709677419,283.0461290322581,283.83451612903224
2009/03/19,11,292.37,18.38,793.1,280.0,N,0.0,90.0,303.73,5.8112903225806445,5.541935483870968,3.8325806451612903,-8.003548387096775,3.2470967741935484,68.99806451612903,103.00129032258064,215.1032258064516,271.5167741935484,284.08322580645165,284.8716129032258,285.65419354838707
2009/03/20,11,293.02,23.03,793.1,284.7,N,0.0,90.0,303.25,7.607741935483871,8.33451612903226,6.7858064516129035,-6.130967741935484,3.998064516129032,68.42096774193548,102.58193548387096,215.7790322580645,272.9058064516129,285.35903225806453,286.25870967741935,287.06935483870967
2009/03/21,11,282.55,35.87,793.4,272.2,N,0.0,90.0,294.22,13.898064516129033,13.004193548387097,11.240967741935483,2.4661290322580642,6.561290322580645,70.51580645161289,103.12387096774194,210.9190322580645,263.86806451612904,274.2493548387097,275.07516129032257,275.92741935483866
2009/03/22,11,281.03,34.17,793.5,279.3,N,0.0,90.0,290.27,16.54064516129032,15.385161290322582,13.169677419354839,2.9477419354838714,9.396129032258063,76.1316129032258,108.48774193548388,213.1867741935484,263.97225806451615,274.08096774193547,275.0909677419355,276.07322580645155
2009/03/23,11,288.16,15.53,793.3,274.1,N,0.0,90.0,297.05,-3.982903225806452,-2.0454838709677414,-0.37387096774193546,-8.162258064516129,2.273548387096774,67.7125806451613,100.93225806451613,211.41451612903225,266.5832258064516,279.14,280.08612903225804,281.11225806451614
2009/03/24,11,285.3,16.12,793.3,273.4,N,0.0,90.0,296.85,10.281290322580643,8.79451612903226,7.583548387096774,6.159354838709677,7.1906451612903215,68.29838709677419,101.85612903225807,210.911935483871,265.0519354838709,276.70774193548385,277.6309677419355,278.64935483870966
2009/03/25,11,289.66,13.51,793.1,278.7,N,0.0,90.0,301.36,-2.646451612903226,-1.3112903225806452,0.08064516129032255,-5.293870967741935,3.5516129032258066,66.20451612903226,100.78774193548388,213.97516129032257,270.2225806451613,281.9416129032258,282.66483870967744,283.3070967741935
2009/03/26,11,278.34,34.0,793.5,279.1,N,0.0,90.0,288.89,27.781612903225806,28.93516129032258,28.538387096774194,20.481290322580648,33.35806451612903,116.30387096774193,142.9038709677419,226.13451612903225,265.7738709677419,272.8529032258065,273.4187096774193,273.8841935483871
2009/03/27,11,276.26,50.34,793.7,276.2,N,0.0,90.0,287.47,13.825161290322578,14.06774193548387,12.830322580645161,1.8745161290322578,11.552903225806451,81.27774193548386,112.57354838709676,213.59870967741935,261.49064516129033,269.9629032258065,270.81,271.5667741935484
2009/03/28,11,281.22,37.72,793.4,270.6,N,0.0,90.0,294.26,6.33,7.38774193548387,7.0938709677419345,-3.913548387096774,5.130322580645161,70.80225806451614,103.74709677419355,210.45516129032256,263.1,273.8674193548387,274.78677419354835,275.79419354838706
2009/03/29,11,284.81,21.0,793.3,273.4,N,0.0,90.0,295.29,0.3041935483870968,1.4106451612903226,2.6109677419354838,-6.405806451612904,3.5535483870967743,68.85483870967741,101.89064516129034,210.37967741935483,263.9212903225806,275.23967741935485,276.21290322580643,277.1225806451613
2009/03/30,11,284.41,23.91,793.4,275.1,N,0.0,90.0,295.33,2.0703225806451613,3.139032258064516,3.8103225806451615,-5.457096774193548,3.986129032258064,69.0374193548387,102.04451612903225,210.20387096774192,264.1738709677419,275.6322580645161,276.52290322580643,277.4319354838709
2009/03/31,11,282.87,14.84,793.3,277.7,N,0.0,90.0,294.95,13.741612903225807,11.573870967741936,9.495806451612903,6.515483870967742,7.530967741935484,68.67096774193548,101.90290322580645,210.43612903225807,263.6032258064516,274.6358064516129,275.57935483870966,276.4864516129032
2009/04/01,11,283.53,44.18,793.4,272.7,N,0.0,90.0,291.99,22.383870967741935,19.788387096774194,16.08,10.358709677419355,9.386774193548387,70.89129032258063,103.58225806451611,211.4216129032258,264.10870967741937,274.74032258064517,275.5893548387097,276.5706451612903
2009/04/02,11,288.35,19.25,793.2,277.8,N,0.0,90.0,299.24,0.28677419354838707,1.6667741935483873,2.3187096774193545,-6.110967741935484,3.285806451612903,67.07225806451613,99.76774193548387,210.62935483870967,266.36451612903227,278.6209677419355,279.4935483870968,280.4832258064516
2009/04/03,11,285.08,25.59,793.3,281.3,N,0.0,90.0,297.73,5.77741935483871,6.508387096774193,5.964193548387097,-4.2706451612903225,4.469354838709678,69.20387096774193,102.40935483870967,210.78677419354835,264.95161290322585,276.4958064516129,277.3822580645161,278.241935483871
2009/04/04,11,282.81,31.51,795.6,280.1,N,0.0,90.0,294.17,4.390322580645162,5.278387096774193,5.6980645161290315,-3.918064516129032,4.833225806451613,70.08516129032259,103.24774193548387,210.63064516129032,262.9048387096774,273.8,274.8141935483871,275.72
2009/04/05,11,286.37,20.56,794.8,274.5,N,0.0,90.0,298.18,-0.46709677419354834,0.893225806451613,1.943225806451613,-5.719354838709677,3.7164516129032252,68.59064516129031,102.81290322580645,212.28032258064516,265.9512903225806,277.3422580645161,278.32516129032257,279.2083870967742
2009/04/06,11,289.62,17.87,793.2,277.5,N,0.0,90.0,300.33,2.7161290322580642,3.4629032258064516,3.694193548387097,-5.306451612903226,3.853870967741935,67.74290322580646,101.73451612903227,212.1948387096774,267.7906451612903,280.2335483870968,281.0248387096774,282.0167741935484
2009/04/07,11,291.82,23.82,793.1,278.9,N,0.0,90.0,300.59,2.202258064516129,3.757741935483871,4.101935483870967,-5.1251612903225805,3.5996774193548386,67.80999999999999,102.14387096774193,215.16193548387096,270.48645161290324,282.066129032258,282.8970967741935,283.6570967741936
2009/04/08,11,285.76,51.48,793.3,274.4,N,0.0,90.0,294.4,12.826774193548388,13.04483870967742,10.970322580645162,-1.7445161290322582,5.067741935483871,70.3216129032258,104.97258064516129,216.78096774193546,269.89774193548385,278.49225806451614,278.8,279.2332258064516
2009/04/09,11,289.51,50.05,793.2,279.7,N,0.0,90.0,300.03,21.87967741935484,20.91806451612903,17.133870967741935,1.1083870967741936,7.365483870967742,73.23709677419355,106.79258064516128,217.1290322580645,270.2329032258064,280.8741935483871,281.6596774193548,282.3954838709677
2009/04/10,11,292.43,27.35,793.0,280.1,N,0.0,90.0,304.19,2.742258064516129,4.471935483870968,4.564516129032258,-5.298387096774194,3.371612903225806,68.75999999999999,103.2516129032258,216.68516129032258,271.9861290322581,283.85193548387093,284.7441935483871,285.6251612903226
2009/04/11,11,292.57,22.2,793.1,286.0,N,0.0,90.0,302.89,8.788064516129033,8.964516129032258,7.816451612903226,-4.159354838709677,4.276774193548387,69.78838709677419,104.56645161290322,217.31870967741935,271.991935483871,284.0835483870968,284.95645161290327,285.94741935483876
2009/04/12,11,293.36,22.42,793.1,282.3,N,0.0,90.0,303.24,10.55516129032258,11.159032258064515,9.015806451612903,-3.120322580645161,4.791290322580645,70.30290322580645,104.55451612903227,216.52612903225804,271.6574193548387,283.8793548387097,284.8354838709678,285.69580645161295
2009/04/13,11,296.11,14.15,792.9,283.3,N,0.0,90.0,306.86,0.7790322580645161,2.5187096774193547,2.603870967741935,-6.209032258064516,2.893225806451613,67.1116129032258,102.29419354838709,216.74451612903226,273.6764516129032,286.67161290322576,287.5854838709677,288.4877419354839
2009/04/14,11,294.2,17.38,793.0,285.4,N,0.0,90.0,305.5,8.316451612903226,8.604193548387096,7.332903225806451,-3.9664516129032257,4.128387096774193,68.52774193548387,103.04193548387096,217.24322580645162,273.5370967741935,285.9693548387097,286.96419354838713,287.76709677419353
2009/04/15,11,293.64,20.91,793.0,292.2,N,0.0,90.0,305.38,15.729354838709677,15.628709677419353,13.000322580645161,-0.32419354838709685,7.396774193548387,73.25225806451613,107.05580645161291,217.85709677419354,273.01290322580644,285.6606451612903,286.64451612903224,287.52258064516127
2009/04/16,11,295.58,26.61,793.0,288.4,N,0.0,90.0,306.5,13.913870967741936,13.853225806451613,11.309677419354838,-1.8248387096774192,5.137741935483871,68.29709677419355,103.61612903225806,218.84322580645158,275.6103225806452,287.6241935483871,288.5383870967742,289.2235483870968
2009/04/17,11,297.46,27.14,792.9,286.2,N,0.0,90.0,307.01,26.196451612903225,25.36,19.909032258064514,2.435806451612903,7.33774193548387,72.3367741935484,106.73161290322581,219.71806451612903,274.87709677419355,286.8948387096774,287.80999999999995,288.73225806451615
2009/04/18,11,285.2,50.04,793.4,284.6,Y,0.0,90.0,295.23,32.44935483870968,30.939354838709676,26.988709677419354,13.223548387096773,21.41774193548387,96.3983870967742,127.01903225806451,224.07516129032257,269.9967741935484,279.6,280.62,281.40516129032255
2009/04/19,11,290.38,28.51,793.2,283.8,N,0.0,90.0,301.35,8.47032258064516,9.500645161290322,8.326774193548387,-2.8199999999999994,4.379032258064516,70.27,104.04677419354837,215.82354838709676,270.02451612903224,281.86870967741936,282.76354838709676,283.5241935483871
2009/04/20,11,290.16,26.79,793.1,278.7,N,0.0,90.0,300.91,6.542903225806452,7.660967741935484,7.273225806451612,-3.260322580645161,4.438709677419354,69.16451612903225,102.70096774193547,213.68387096774194,268.1077419354839,280.3187096774193,281.218064516129,282.0780645161291
2009/04/21,11,291.99,22.77,793.1,281.4,N,0.0,90.0,302.77,0.010322580645161297,1.6351612903225807,2.7116129032258063,-5.384516129032258,3.0319354838709676,66.63645161290322,101.26774193548387,214.62548387096774,270.9145161290323,282.7838709677419,283.6522580645161,284.4487096774194
2009/04/22,11,285.93,61.69,793.3,274.9,N,0.0,90.0,296.74,17.74,17.745806451612903,15.097741935483871,0.8154838709677419,6.880967741935484,72.12838709677419,105.77548387096775,214.8609677419355,267.5661290322581,277.7870967741935,278.6206451612903,279.3370967741935
2009/04/23,11,284.19,21.83,793.4,284.5,N,0.0,90.0,293.59,18.45548387096774,17.68709677419355,14.463548387096775,0.5235483870967741,6.958064516129033,72.52645161290323,106.3458064516129,215.48225806451615,267.4122580645161,276.82258064516134,277.73806451612904,278.4474193548387
2009/04/24,11,283.28,18.05,796.2,276.8,N,0.0,90.0,294.55,17.585806451612903,14.930645161290322,12.142258064516128,9.28516129032258,7.982903225806451,68.47645161290322,102.80967741935483,214.13838709677418,265.62774193548387,274.71225806451616,275.41838709677415,276.0767741935483
2009/04/25,11,287.53,24.98,793.6,278.5,N,0.0,90.0,298.86,23.43064516129032,20.781935483870967,17.09935483870968,10.969999999999999,9.596129032258064,70.20709677419353,105.32870967741937,216.60870967741934,268.8558064516129,278.9064516129032,279.8367741935484,280.67516129032254
2009/04/26,11,280.44,40.78,795.6,273.0,N,0.0,90.0,289.95,23.23516129032258,20.175806451612903,16.62064516129032,10.909032258064517,9.649032258064516,71.51419354838708,105.22741935483872,216.41225806451612,267.8958064516129,277.0022580645161,277.66677419354835,278.2038709677419
2009/04/27,11,282.12,60.05,793.5,277.2,N,0.0,90.0,289.62,13.94,12.379354838709677,10.848387096774193,1.864516129032258,6.5032258064516135,70.37354838709678,104.74096774193548,216.3583870967742,268.7890322580645,277.99806451612903,278.6474193548387,279.0635483870968
2009/04/28,11,279.57,86.24,793.5,269.9,N,0.0,90.0,287.71,14.59483870967742,14.245483870967742,12.831935483870968,2.685483870967742,7.170967741935483,71.32838709677418,105.09806451612903,216.11161290322576,269.10064516129034,278.08000000000004,278.5016129032258,278.6741935483871
2009/04/29,,,,,,,,,,,,,,,,,,,,,
2009/04/30,,,,,,,,,,,,,,,,,,,,,
2009/05/01,,,,,,,,,,,,,,,,,,,,,
2009/05/02,,,,,,,,,,,,,,,,,,,,,
2009/05/03,11,280.13,57.01,794.1,269.5,N,0.0,90.0,289.74,15.775161290322577,13.886774193548387,12.55516129032258,9.085161290322581,8.096774193548388,69.70258064516129,104.39129032258066,216.00225806451613,269.27096774193546,277.9990322580645,278.51870967741934,278.681935483871
2009/05/04,11,283.7,90.25,793.4,275.1,N,0.0,90.0,291.34,14.061935483870968,13.309032258064516,12.016774193548386,1.943225806451613,6.030645161290321,70.3683870967742,105.19677419354838,219.4083870967742,273.07935483870966,281.5838709677419,281.8467741935484,281.86064516129034
2009/05/05,,,,,,,,,,,,,,,,,,,,,
2009/05/06,11,285.81,78.87,793.4,275.4,N,0.0,90.0,292.35,6.887419354838709,7.698709677419354,8.383870967741936,-0.3054838709677419,4.800000000000001,68.68548387096774,104.5041935483871,220.29032258064518,273.75709677419354,281.8470967741935,281.98580645161286,282.06709677419354
2009/05/07,11,286.04,82.54,793.4,275.7,N,0.0,90.0,292.81,23.44096774193548,22.480322580645158,19.36032258064516,4.790645161290323,7.944838709677418,72.09483870967742,107.82225806451613,220.9696774193548,273.6438709677419,281.3561290322581,281.70903225806455,281.68483870967736
2009/05/08,11,287.42,67.95,793.3,287.1,N,0.0,90.0,296.64,46.95193548387097,44.21322580645161,37.2858064516129,19.794516129032257,24.08838709677419,98.2183870967742,129.14,227.46999999999997,273.07838709677424,281.77612903225804,282.45677419354837,283.18096774193543
2009/05/09,11,287.79,51.42,793.3,286.8,N,0.0,90.0,296.99,32.21774193548387,28.656774193548387,22.458064516129028,5.93741935483871,8.954193548387098,73.27193548387096,108.04870967741935,219.4148387096774,271.9496774193549,282.40193548387094,283.30709677419355,284.1564516129032
2009/05/10,11,284.33,67.43,793.4,275.1,N,0.0,90.0,293.46,29.349354838709676,27.20193548387097,22.208064516129035,6.215483870967741,8.936774193548388,74.11612903225806,108.03096774193547,218.66290322580647,270.50193548387097,279.9170967741935,280.6803225806451,281.2903225806451
2009/05/11,11,277.84,90.43,793.6,280.3,N,0.0,90.0,287.73,89.3516129032258,87.78774193548385,82.6825806451613,73.66,78.14935483870967,139.23483870967743,162.85193548387096,236.70548387096773,269.8477419354839,274.7896774193548,275.1390322580645,275.37709677419355
2009/05/12,11,282.85,64.13,796.9,281.5,N,0.0,90.0,291.11,30.774838709677418,28.195806451612906,22.561290322580646,6.7941935483870965,9.500967741935483,76.04677419354839,109.86225806451613,218.38354838709677,268.33903225806455,277.25129032258064,278.03419354838707,278.7948387096774
2009/05/13,11,282.82,66.31,793.4,282.1,N,0.0,90.0,292.57,35.82290322580645,33.028387096774196,26.953548387096774,10.514838709677418,13.263548387096773,81.45612903225805,114.6083870967742,220.9806451612903,269.59,277.4725806451613,278.078064516129,278.65483870967745
