2009/04/08,,,,,,,,84.91917,86.72131,87.22401,87.02525,86.52655,86.02519,85.52108,85.0143,84.50467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/04/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/04/10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/04/11,,,,,,,,,85.2212,86.13798,85.89484,85.28468,84.67126,84.05445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/04/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/04/13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/04/14,,,,,,,,,84.79758,86.33791,85.8582,84.65453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/04/15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/04/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/04/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/04/18,84.5157,84.64461,84.7738,84.90328,85.03302,85.16303,85.2933,85.42387,85.55467,85.56189,85.50233,85.35287,85.20262,85.05158,84.8997,84.74696,84.59338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/04/19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/04/20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/04/21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/04/22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/04/23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/04/24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/04/25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/04/26,,,,,,,84.81266,86.22755,87.64542,88.77361,88.24446,86.91669,85.58185,84.23984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/04/27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/04/28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/04/29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/04/30,84.4332,84.203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/05/01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/05/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/05/03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/05/04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/05/05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/05/06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/05/07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/05/08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/05/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/05/10,,,,,,,,,,,,,84.31292,84.64017,84.96924,85.30007,85.63272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/05/11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/05/12,84.7918,84.58172,84.37124,84.16029,,,,,,,,,,,,,84.10199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/05/13,86.521,86.65069,86.78065,86.9109,87.04141,87.1722,87.30325,87.43457,87.56615,87.48676,87.2933,86.80785,86.31989,85.82932,85.33612,84.84025,84.34164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/05/14,86.4265,86.62248,86.81886,87.01563,87.21281,87.41039,87.60839,87.80679,88.0056,87.7877,87.43021,86.53306,85.63115,84.7244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/05/15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/05/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/05/17,86.6965,86.71445,86.73238,86.75033,86.76835,86.7864,86.80448,86.82259,86.84074,86.80334,86.59887,86.08578,85.56993,85.05123,84.52968,84.0052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/05/18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/05/19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/05/20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/05/21,88.0585,88.06029,88.06206,88.06381,88.06559,88.06735,88.06914,88.07092,88.0727,88.07449,87.88811,87.33727,86.78349,86.22676,85.66708,85.10431,84.53844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/05/22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/05/23,,,,,,,,85.2716,87.12473,88.86052,88.29716,86.88368,85.46283,84.03443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/05/24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/05/25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/05/26,,,,,,,,,,,,84.00558,84.58514,85.16769,85.7533,86.342,86.93385,87.01605,86.58447,86.15048,85.7141,85.27523,84.83387,84.38992,,,,,,,,,,,,,,,,,,,,,,,
2009/05/27,,,,,,84.74167,85.81815,86.89686,87.97781,88.6684,88.1815,86.95986,85.73193,84.49761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/05/28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/05/29,,,,,,,,,,85.09303,85.04588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/05/30,,,,,,,,,84.59631,86.74307,86.94709,86.59768,86.24641,85.89323,85.53811,85.18107,84.82201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/05/31,,,,,,,,,,84.54391,84.21421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/06/01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/06/02,,,,,,,,,85.04711,87.1759,86.67284,85.41058,84.14158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/06/03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/06/04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/06/05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/06/06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/06/07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/06/08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/06/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/06/10,,,,84.58,85.28244,85.98637,86.6917,87.39843,88.10667,88.81635,88.9603,88.55591,88.14941,87.74081,87.32999,86.91699,86.50176,85.80663,84.65356,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/06/11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/06/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/06/13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/06/14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/06/15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/06/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/06/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/06/18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/06/19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/06/20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/06/21,84.4265,84.93124,85.437,85.94382,86.45161,86.96046,87.47031,87.98122,88.49316,89.0061,87.46901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/06/22,,,,,84.48083,85.31301,86.14687,86.98236,87.81955,88.65845,89.08511,87.04324,84.99084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/06/23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/06/24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/06/25,,,,,,,84.02013,84.2025,84.38522,84.56831,84.75178,85.21207,85.67471,86.13977,86.60727,87.07725,87.54973,87.74913,86.96968,86.18594,85.3978,84.6052,,,,,,,,,,,,,,,,,,,,,,,,,
2009/06/26,,,,,,,,,85.37961,86.85283,87.93619,87.70128,87.46516,87.22781,86.98921,86.74937,86.5082,85.32536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/06/27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/06/28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/06/29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/06/30,,,,,,,,,84.41315,86.4335,86.57592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/07/01,,,,,,84.73198,85.74063,86.75135,87.76411,88.77888,88.53184,86.20631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/07/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/07/03,84.137,84.84709,85.55853,86.27135,86.98563,87.70127,88.41836,89.13685,89.85684,90.57823,90.60761,90.10197,89.5937,89.08282,88.56919,88.0529,87.53381,85.35515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/07/04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/07/05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/07/06,,,,,,,,,,84.21011,84.82342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/07/07,88.0625,87.75059,87.43805,87.1249,86.81112,86.49674,86.18175,85.86613,85.54987,85.23297,85.12175,85.26568,85.4103,85.55571,85.70184,85.84879,85.99646,85.7672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/07/08,,,,,84.13647,84.70651,85.2777,85.85004,86.4235,86.99812,85.9202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/07/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/07/10,,,,,,,84.19491,85.79491,87.39813,89.00462,88.0876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/07/11,,,,,,,,,85.54741,87.52194,88.80225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/07/12,,84.26856,84.77671,85.28584,85.79598,86.30714,86.81934,87.33253,87.84679,88.36211,85.89295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/07/13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/07/14,,,,,,,,,,,,84.5005,85.10694,85.71651,86.32927,86.94524,87.56448,88.01614,87.68959,87.36124,87.03109,86.69909,86.36521,86.0294,85.6917,85.35201,,,,,,,,,,,,,,,,,,,,,
2009/07/15,,,,,,,85.00665,86.07854,87.15257,88.22871,87.66805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/07/16,,,,,,,,,84.38835,85.21613,85.7735,85.90547,86.03815,86.17149,86.30552,86.44024,86.5757,86.17468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/07/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/07/18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/07/19,88.1451,88.2889,88.43292,88.5772,88.72181,88.86668,89.01182,89.15728,89.30301,89.44904,89.58424,89.39379,89.20238,89.00996,88.81659,88.62218,88.42674,88.23026,86.34125,84.40725,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/07/20,87.5794,87.64617,87.7131,87.7802,87.84737,87.91473,87.98218,88.04977,88.11752,88.18539,88.25339,86.12039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/07/21,,,,,,84.60636,85.57918,86.55396,87.53065,88.50928,89.48988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/07/22,,,,,,,,84.55247,86.56474,88.581,89.8921,87.84853,85.79447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/07/23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/07/24,,,,,,,,,85.2039,86.68185,87.77493,85.00896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/07/25,,,,,,84.06796,85.21503,86.36434,87.51598,88.66999,89.26794,89.05788,88.84677,88.63453,88.42116,88.2067,87.99104,87.59293,86.54803,85.49727,84.44064,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/07/26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/07/27,,,,,,,,,,84.72465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/07/28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/07/29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/07/30,,,,,,84.20823,85.18237,86.15849,87.13654,88.11657,88.26298,86.91669,85.56352,84.20331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/07/31,,,,,,,,84.60444,85.9829,87.36409,87.89243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/08/01,,,,,,,84.41448,85.16109,85.90916,86.65874,87.14587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/08/02,90.247,90.16235,90.07746,89.99243,89.90723,89.82183,89.73629,89.65057,89.56466,89.47861,89.28487,88.57839,87.86825,87.15444,86.43695,85.71568,84.99051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/08/03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/08/04,,,,,,,,,,,,,,,,,85.14175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/08/05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/08/06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/08/07,89.7891,89.81745,89.84582,89.87423,89.90272,89.93124,89.95983,89.98849,90.0172,90.04597,88.46298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
