2009/02/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/02/03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/02/04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/02/05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/02/06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/02/07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/02/08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/02/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/02/10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/02/11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/02/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/02/13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/02/14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/02/15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/02/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/02/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/02/18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/02/19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/02/20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/02/21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/02/22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/02/23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/02/24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/02/25,,,,,,84.70496,85.68418,86.57284,85.70067,84.82661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/02/26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/02/27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/02/28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/03/01,85.9512,85.9814,86.01164,86.04194,86.07234,86.10278,86.13332,86.16387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/03/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/03/03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/03/04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/03/05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/03/06,,,,,,,84.06938,84.15967,84.09245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/03/07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/03/08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/03/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/03/10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/03/11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/03/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/03/13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/03/14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/03/15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/03/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/03/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/03/18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/03/19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/03/20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/03/21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/03/22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/03/23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/03/24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/03/25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/03/26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/03/27,87.4352,87.65532,87.87586,88.09688,88.31834,88.54027,88.76268,88.98557,89.00564,85.15846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/03/28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/03/29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/03/30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/03/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/04/01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/04/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/04/03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/04/04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/04/05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/04/06,,,,,,,,84.40046,84.81351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/04/07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/04/08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/04/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/04/10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/04/11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/04/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/04/13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/04/14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/04/15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/04/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/04/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/04/18,88.8706,88.85345,88.83628,88.8191,88.80186,88.78461,88.7673,88.74995,88.73259,88.6093,88.42868,87.97549,87.51987,87.06176,86.60123,86.1381,85.67244,84.16267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/04/19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/04/20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/04/21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/04/22,86.0599,85.9267,85.79314,85.65932,85.52524,85.39085,85.25621,85.12129,84.77579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/04/23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/04/24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/04/25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/04/26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/04/27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/04/28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/04/29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/04/30,87.8463,87.79271,87.73898,87.68514,87.63119,87.57713,87.52294,87.46867,87.41427,86.12547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/05/01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/05/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/05/03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/05/04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/05/05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/05/06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/05/07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/05/08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/05/09,88.2836,88.2704,88.25718,88.24393,88.23067,88.21736,88.20405,88.19069,88.17731,88.07199,87.85399,87.30702,86.75717,86.20437,85.64858,85.08976,84.52787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/05/10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/05/11,85.272,85.59569,85.92,86.24494,86.57059,86.8969,87.22387,87.55152,87.87988,87.49893,85.79726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/05/12,89.392,89.33935,89.28664,89.2338,89.18085,89.12782,89.07465,89.02139,88.96803,88.91452,87.44086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/05/13,85.0224,84.78969,84.55649,84.32283,84.08867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/05/14,88.6585,88.60709,88.55563,88.50405,88.45238,88.40059,88.34871,88.29671,88.2446,88.13214,87.98699,87.62274,87.25658,86.88847,86.51835,86.14623,85.77205,84.1844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/05/15,85.0795,85.07195,85.0644,85.05681,85.04921,85.04158,85.03394,85.02631,85.01862,84.2112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/05/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/05/17,85.7364,85.73661,85.73682,85.73699,85.73718,85.73738,85.73756,85.73776,85.73792,85.72189,85.61359,85.34189,85.06873,84.79409,84.51795,84.24031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/05/18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/05/19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/05/20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/05/21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/05/22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/05/23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/05/24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/05/25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/05/26,85.4927,85.68793,85.88348,86.07943,86.27576,86.4725,86.6696,86.86711,87.06503,87.25269,87.23843,87.20264,87.1667,87.13053,87.09416,87.05761,87.02087,86.1832,84.53799,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/05/27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/05/28,87.3576,87.26555,87.17336,87.08099,86.98841,86.89563,86.80268,86.70955,86.61622,86.52634,86.50614,86.45548,86.40458,86.35336,86.30188,86.25012,86.1981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/05/29,86.5463,86.6101,86.67409,86.73819,86.80243,86.86681,86.9313,86.99594,87.06072,87.12563,87.01547,86.5026,85.98701,85.46867,84.9475,84.42348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/05/30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/05/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/06/01,,,,,84.08941,84.73528,85.3825,86.03106,86.68094,86.98653,86.25467,84.41821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/06/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/06/03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/06/04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/06/05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/06/06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/06/07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/06/08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/06/09,,,,,,,,85.47438,87.14249,88.81409,88.64956,87.42315,86.19039,84.9511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/06/10,85.6617,86.09742,86.53409,86.97164,87.41006,87.8494,88.28961,88.73074,89.1728,89.61576,89.41099,88.35522,87.29395,86.22705,85.15444,84.07603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/06/11,88.2076,88.14312,88.07847,88.01369,87.94878,87.88375,87.8186,87.7533,87.68786,87.61233,87.48014,87.14845,86.81503,86.47984,86.14288,85.80412,85.46349,84.82972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/06/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/06/13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/06/14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/06/15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/06/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/06/17,85.8616,85.80788,85.75401,85.7,85.64594,85.59173,85.53745,85.48303,85.42852,85.3739,85.17388,84.22701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/06/18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/06/19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/06/20,88.8252,88.74207,88.65878,88.57531,88.49171,88.40792,88.324,88.23987,88.15558,88.07113,87.77788,86.07093,84.3552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/06/21,86.1256,85.918,85.71001,85.5016,85.29278,85.08353,84.87387,84.6638,84.45329,84.24237,84.18333,84.50177,84.82189,85.14364,85.46706,85.79224,86.11911,86.18512,85.3176,84.44523,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/06/22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/06/23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/06/24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/06/25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/06/26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/06/27,89.039,89.13464,89.23046,89.32645,89.42262,89.519,89.61559,89.71232,89.80929,89.90644,88.81213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/06/28,85.6121,85.38388,85.15525,84.92618,84.69666,84.46665,84.23618,84.00527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/06/29,84.4821,84.81826,85.15507,85.49254,85.83068,86.16956,86.50909,86.84929,87.19021,87.53179,87.54533,87.13561,86.72379,86.30978,85.89358,85.47517,85.05453,84.19318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/06/30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/07/01,,,,,,,,,,,,,,,,,84.01591,84.42851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/07/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/07/03,85.2596,85.63847,86.01811,86.3985,86.77968,87.16157,87.54424,87.92769,88.31194,88.69694,86.8088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/07/04,88.13,88.33231,88.53507,88.73823,88.94177,89.14574,89.35011,89.55487,89.76007,89.96568,88.04742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/07/05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/07/06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/07/07,90.9403,90.86232,90.78422,90.70596,90.62753,90.54894,90.47022,90.39133,90.31226,90.23306,90.11615,89.70776,89.2973,88.88475,88.47007,88.0532,87.63411,86.89161,84.16692,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/07/08,87.4672,87.19112,86.91455,86.63744,86.35976,86.08156,85.80282,85.5235,85.2436,84.96318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/07/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/07/10,86.3692,86.82804,87.28771,87.74832,88.20982,88.67226,89.1356,89.59991,90.06515,90.53131,90.75278,90.55589,90.35803,90.15915,89.95923,89.75825,89.55616,88.43094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/07/11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/07/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/07/13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/07/14,86.1276,86.47636,86.82588,87.17607,87.52694,87.87852,88.23076,88.58374,88.93742,89.29179,89.48986,89.2561,89.0211,88.78487,88.54745,88.30873,88.06878,86.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/07/15,89.9373,89.89931,89.86126,89.82317,89.785,89.74673,89.70841,89.66998,89.63152,89.59293,89.06648,86.25161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/07/16,87.7199,87.5897,87.45923,87.32851,87.19756,87.06632,86.93484,86.80309,86.6711,86.53883,86.2616,84.89262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/07/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/07/18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/07/19,,,,84.81115,85.6868,86.56414,87.44321,88.32401,89.20658,90.09089,90.90926,89.73748,88.5597,87.37586,86.18587,84.98959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/07/20,90.4736,90.44715,90.42058,90.39397,90.36732,90.34061,90.31382,90.28703,90.26012,90.23322,90.20624,89.71265,89.20782,88.70042,88.19039,87.6777,87.1623,86.64413,85.605,84.52705,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/07/21,87.0607,86.86436,86.66767,86.47063,86.27317,86.07532,85.87708,85.67844,85.47944,85.28001,85.08104,84.6221,84.1608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/07/22,89.8411,89.8041,89.76696,89.72978,89.6925,89.65517,89.61775,89.58027,89.54272,89.50507,89.23705,85.29372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/07/23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/07/24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/07/25,,,,84.06397,84.35284,84.64228,84.93229,85.2229,85.51409,85.80583,86.00114,86.03928,86.07763,86.11617,86.15491,86.19387,86.23302,85.45152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/07/26,88.9379,88.97148,89.00514,89.03889,89.07269,89.10657,89.14052,89.17453,89.2086,89.24274,89.11721,88.58672,88.0535,87.51746,86.97858,86.43684,85.8922,85.17407,84.12028,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/07/27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/07/28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/07/29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/07/30,90.6062,90.47651,90.34656,90.21639,90.08594,89.95524,89.82426,89.69305,89.56153,89.42979,89.16546,88.48483,87.80072,87.11308,86.42187,85.72697,85.02835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/07/31,84.1131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/08/01,87.7582,87.70939,87.66048,87.61147,87.56238,87.51318,87.46388,87.41449,87.36499,87.31539,87.2421,86.72364,86.20248,85.67861,85.15202,84.62263,84.09038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
